loan_reference,payment_amount,payment_date,payment_method,transaction_type,reference_number
JUTEM-00889,50095.0,2024-02-10,cash,Loan Repayment,PMT-01074
JUTEM-00890,207400.0,2024-02-14,cash,Loan Repayment,PMT-01075
JUTEM-00891,18150.0,2024-08-30,cash,Loan Repayment,PMT-01076
JUTEM-00892,8165.0,2024-10-09,cash,Loan Repayment,PMT-01077
JUTEM-00893,3125.0,2022-02-21,cash,Loan Repayment,PMT-01078
JUTEM-00894,6000.0,2024-07-07,cash,Loan Repayment,PMT-01079
JUTEM-00895,506520.0,2026-02-27,cash,Loan Repayment,PMT-01080
JUTEM-00897,33210.0,2024-11-11,cash,Loan Repayment,PMT-01081
JUTEM-00898,27840.0,2024-12-11,cash,Loan Repayment,PMT-01082
JUTEM-00899,3750.0,2024-09-22,cash,Loan Repayment,PMT-01083
JUTEM-00900,3125.0,2024-10-22,cash,Loan Repayment,PMT-01084
JUTEM-00900,3025.0,2025-03-22,cash,Loan Repayment,PMT-01085
JUTEM-00900,3000.0,2025-06-22,cash,Loan Repayment,PMT-01086
JUTEM-00901,3050.0,2025-02-22,cash,Loan Repayment,PMT-01087
JUTEM-00901,3025.0,2025-05-22,cash,Loan Repayment,PMT-01088
JUTEM-00902,3420.0,2025-08-22,cash,Loan Repayment,PMT-01089
JUTEM-00902,3510.0,2025-09-22,cash,Loan Repayment,PMT-01090
JUTEM-00902,3540.0,2025-10-22,cash,Loan Repayment,PMT-01091
JUTEM-00902,3600.0,2025-11-22,cash,Loan Repayment,PMT-01092
JUTEM-00902,3600.0,2025-12-22,cash,Loan Repayment,PMT-01093
JUTEM-00902,3450.0,2026-01-22,cash,Loan Repayment,PMT-01094
JUTEM-00902,3540.0,2026-02-22,cash,Loan Repayment,PMT-01095
JUTEM-00903,5950.0,2025-05-28,cash,Loan Repayment,PMT-01096
JUTEM-00903,5950.0,2025-06-28,cash,Loan Repayment,PMT-01097
JUTEM-00906,7532.7,2025-10-22,cash,Loan Repayment,PMT-01098
JUTEM-00907,8330.0,2025-11-21,cash,Loan Repayment,PMT-01099
JUTEM-00907,8330.0,2025-12-21,cash,Loan Repayment,PMT-01100
JUTEM-00908,17850.0,2025-12-10,cash,Loan Repayment,PMT-01101
JUTEM-00909,9440.0,2026-01-22,cash,Loan Repayment,PMT-01102
JUTEM-00910,23800.0,2026-01-29,cash,Loan Repayment,PMT-01103
JUTEM-00911,10710.0,2026-02-21,cash,Loan Repayment,PMT-01104
JUTEM-00912,5750.0,2023-09-18,cash,Loan Repayment,PMT-01105
JUTEM-00913,5750.0,2023-10-03,cash,Loan Repayment,PMT-01106
JUTEM-00914,32500.0,2023-11-10,cash,Loan Repayment,PMT-01107
JUTEM-00914,32500.0,2023-12-10,cash,Loan Repayment,PMT-01108
JUTEM-00915,4880.0,2023-11-28,cash,Loan Repayment,PMT-01109
JUTEM-00916,54450.0,2023-12-02,cash,Loan Repayment,PMT-01110
JUTEM-00917,41340.0,2024-01-02,cash,Loan Repayment,PMT-01111
JUTEM-00918,36000.0,2024-01-11,cash,Loan Repayment,PMT-01112
JUTEM-00919,25608.0,2024-02-02,cash,Loan Repayment,PMT-01113
JUTEM-00920,19200.0,2024-02-11,cash,Loan Repayment,PMT-01114
JUTEM-00921,12000.0,2024-03-02,cash,Loan Repayment,PMT-01115
JUTEM-00922,15600.0,2024-03-11,cash,Loan Repayment,PMT-01116
JUTEM-00923,18515.0,2024-04-11,cash,Loan Repayment,PMT-01117
JUTEM-00924,21292.25,2024-05-05,cash,Loan Repayment,PMT-01118
JUTEM-00925,17584.27,2024-06-05,cash,Loan Repayment,PMT-01119
JUTEM-00926,8250.0,2024-07-05,cash,Loan Repayment,PMT-01120
JUTEM-00927,1875.0,2021-08-15,cash,Loan Repayment,PMT-01121
JUTEM-00928,1416000.0,2024-09-26,cash,Loan Repayment,PMT-01122
JUTEM-00929,196002.0,2024-10-30,cash,Loan Repayment,PMT-01123
JUTEM-00930,38500.0,2024-11-08,cash,Loan Repayment,PMT-01124
JUTEM-00931,5500.0,2024-11-14,cash,Loan Repayment,PMT-01125
JUTEM-00931,5450.0,2025-08-14,cash,Loan Repayment,PMT-01126
JUTEM-00931,5350.0,2026-01-14,cash,Loan Repayment,PMT-01127
JUTEM-00932,82500.0,2024-11-28,cash,Loan Repayment,PMT-01128
JUTEM-00933,600000.0,2025-02-14,cash,Loan Repayment,PMT-01129
JUTEM-00934,242000.0,2025-03-15,cash,Loan Repayment,PMT-01130
JUTEM-00935,5500.0,2025-07-31,cash,Loan Repayment,PMT-01131
JUTEM-00936,7020.0,2025-10-23,cash,Loan Repayment,PMT-01132
JUTEM-00937,16050.0,2025-12-19,cash,Loan Repayment,PMT-01133
JUTEM-00938,5350.0,2026-02-06,cash,Loan Repayment,PMT-01134
JUTEM-00940,2500.0,2021-10-22,cash,Loan Repayment,PMT-01135
JUTEM-00941,2500.0,2021-11-22,cash,Loan Repayment,PMT-01136
JUTEM-00942,18750.0,2022-05-24,cash,Loan Repayment,PMT-01137
JUTEM-00943,5900.0,2025-09-21,cash,Loan Repayment,PMT-01138
JUTEM-00943,5900.0,2026-01-21,cash,Loan Repayment,PMT-01139
JUTEM-00944,2240.0,2025-10-21,cash,Loan Repayment,PMT-01140
JUTEM-00945,7080.0,2025-11-21,cash,Loan Repayment,PMT-01141
JUTEM-00946,9440.0,2025-12-21,cash,Loan Repayment,PMT-01142
JUTEM-00947,12980.0,2026-02-21,cash,Loan Repayment,PMT-01143
JUTEM-00948,3600.0,2023-11-24,cash,Loan Repayment,PMT-01144
JUTEM-00949,2000.0,2024-01-24,cash,Loan Repayment,PMT-01145
JUTEM-00950,2000.0,2024-02-24,cash,Loan Repayment,PMT-01146
JUTEM-00951,10000.0,2024-03-24,cash,Loan Repayment,PMT-01147
JUTEM-00952,152250.0,2022-06-28,cash,Loan Repayment,PMT-01148
JUTEM-00953,66950.0,2022-08-30,cash,Loan Repayment,PMT-01149
JUTEM-00954,40848.0,2023-11-20,cash,Loan Repayment,PMT-01150
JUTEM-00955,140980.0,2023-12-13,cash,Loan Repayment,PMT-01151
JUTEM-00956,11000.0,2024-04-17,cash,Loan Repayment,PMT-01152
JUTEM-00957,3450.0,2024-12-22,cash,Loan Repayment,PMT-01153
JUTEM-00958,2750.0,2025-01-21,cash,Loan Repayment,PMT-01154
JUTEM-00958,2750.0,2025-02-21,cash,Loan Repayment,PMT-01155
JUTEM-00959,2875.0,2025-06-23,cash,Loan Repayment,PMT-01156
JUTEM-00960,12500.0,2022-04-17,cash,Loan Repayment,PMT-01157
JUTEM-00961,11250.0,2022-05-17,cash,Loan Repayment,PMT-01158
JUTEM-00961,11250.0,2022-06-17,cash,Loan Repayment,PMT-01159
JUTEM-00961,11250.0,2023-05-17,cash,Loan Repayment,PMT-01160
JUTEM-00961,11250.0,2023-06-17,cash,Loan Repayment,PMT-01161
JUTEM-00962,10000.0,2022-08-22,cash,Loan Repayment,PMT-01162
JUTEM-00963,10000.0,2022-09-24,cash,Loan Repayment,PMT-01163
JUTEM-00964,12500.0,2022-10-26,cash,Loan Repayment,PMT-01164
JUTEM-00965,12500.0,2023-01-02,cash,Loan Repayment,PMT-01165
JUTEM-00966,10000.0,2023-02-04,cash,Loan Repayment,PMT-01166
JUTEM-00967,10000.0,2023-03-14,cash,Loan Repayment,PMT-01167
JUTEM-00968,12500.0,2023-04-17,cash,Loan Repayment,PMT-01168
JUTEM-00969,10312.5,2023-07-17,cash,Loan Repayment,PMT-01169
JUTEM-00970,43299.0,2023-07-21,cash,Loan Repayment,PMT-01170
JUTEM-00971,26795.0,2023-08-10,cash,Loan Repayment,PMT-01171
JUTEM-00972,18200.2,2023-09-01,cash,Loan Repayment,PMT-01172
JUTEM-00973,12495.0,2023-10-13,cash,Loan Repayment,PMT-01173
JUTEM-00974,17250.0,2023-11-09,cash,Loan Repayment,PMT-01174
JUTEM-00975,8025.0,2023-11-23,cash,Loan Repayment,PMT-01175
JUTEM-00976,42350.0,2023-12-19,cash,Loan Repayment,PMT-01176
JUTEM-00977,12000.0,2024-04-07,cash,Loan Repayment,PMT-01177
JUTEM-00978,9000.0,2025-07-24,cash,Loan Repayment,PMT-01178
JUTEM-00978,9000.0,2025-08-24,cash,Loan Repayment,PMT-01179
JUTEM-00978,9000.0,2025-09-24,cash,Loan Repayment,PMT-01180
JUTEM-00979,5280.0,2025-05-22,cash,Loan Repayment,PMT-01181
JUTEM-00979,5280.0,2025-06-22,cash,Loan Repayment,PMT-01182
JUTEM-00980,17550.0,2025-08-25,cash,Loan Repayment,PMT-01183
JUTEM-00981,18349.0,2025-10-22,cash,Loan Repayment,PMT-01184
JUTEM-00982,13891.5,2025-11-23,cash,Loan Repayment,PMT-01185
JUTEM-00983,12500.0,2022-07-13,cash,Loan Repayment,PMT-01186
JUTEM-00984,5750.0,2022-04-02,cash,Loan Repayment,PMT-01187
JUTEM-00985,57000.0,2025-08-17,cash,Loan Repayment,PMT-01188
JUTEM-00986,67602.0,2025-09-14,cash,Loan Repayment,PMT-01189
JUTEM-00987,46000.0,2025-10-17,cash,Loan Repayment,PMT-01190
JUTEM-00988,19200.0,2023-03-06,cash,Loan Repayment,PMT-01191
JUTEM-00989,12000.0,2022-08-30,cash,Loan Repayment,PMT-01192
JUTEM-00990,19200.0,2023-04-09,cash,Loan Repayment,PMT-01193
JUTEM-00991,5550.0,2025-07-03,cash,Loan Repayment,PMT-01194
JUTEM-00991,5350.0,2025-08-03,cash,Loan Repayment,PMT-01195
JUTEM-00992,3450.0,2024-12-22,cash,Loan Repayment,PMT-01196
JUTEM-00992,3600.0,2025-01-22,cash,Loan Repayment,PMT-01197
JUTEM-00992,3600.0,2025-02-22,cash,Loan Repayment,PMT-01198
JUTEM-00993,4140.0,2025-03-22,cash,Loan Repayment,PMT-01199
JUTEM-00994,2568.0,2025-04-21,cash,Loan Repayment,PMT-01200
JUTEM-00995,30000.0,2022-04-14,cash,Loan Repayment,PMT-01201
JUTEM-00996,125000.0,2022-04-24,cash,Loan Repayment,PMT-01202
JUTEM-00997,30520.0,2021-09-20,cash,Loan Repayment,PMT-01203
JUTEM-00998,6499.8,2022-01-15,cash,Loan Repayment,PMT-01204
JUTEM-00999,7999.8,2022-02-28,cash,Loan Repayment,PMT-01205
JUTEM-01000,22500.0,2022-03-04,cash,Loan Repayment,PMT-01206
JUTEM-01001,6000.0,2022-04-20,cash,Loan Repayment,PMT-01207
JUTEM-01001,6000.0,2023-04-20,cash,Loan Repayment,PMT-01208
JUTEM-01002,2300.0,2022-04-19,cash,Loan Repayment,PMT-01209
JUTEM-01003,60000.0,2022-06-06,cash,Loan Repayment,PMT-01210
JUTEM-01004,109998.0,2022-07-20,cash,Loan Repayment,PMT-01211
JUTEM-01005,199995.0,2022-07-02,cash,Loan Repayment,PMT-01212
JUTEM-01006,228000.0,2022-10-30,cash,Loan Repayment,PMT-01213
JUTEM-01007,4375.0,2022-03-19,cash,Loan Repayment,PMT-01214
JUTEM-01008,4375.0,2022-04-30,cash,Loan Repayment,PMT-01215
JUTEM-01009,3750.0,2021-10-15,cash,Loan Repayment,PMT-01216
JUTEM-01010,5000.0,2022-02-26,cash,Loan Repayment,PMT-01217
JUTEM-01011,5000.0,2022-06-30,cash,Loan Repayment,PMT-01218
JUTEM-01012,7500.0,2023-02-28,cash,Loan Repayment,PMT-01219
JUTEM-01013,3510.0,2023-06-02,cash,Loan Repayment,PMT-01220
JUTEM-01014,3510.0,2023-08-21,cash,Loan Repayment,PMT-01221
JUTEM-01015,8400.0,2023-09-21,cash,Loan Repayment,PMT-01222
JUTEM-01016,14875.0,2023-10-21,cash,Loan Repayment,PMT-01223
JUTEM-01017,11900.0,2023-11-21,cash,Loan Repayment,PMT-01224
JUTEM-01017,11800.0,2024-05-21,cash,Loan Repayment,PMT-01225
JUTEM-01018,13200.0,2024-06-21,cash,Loan Repayment,PMT-01226
JUTEM-01019,17700.0,2024-09-21,cash,Loan Repayment,PMT-01227
JUTEM-01020,7080.0,2024-10-21,cash,Loan Repayment,PMT-01228
JUTEM-01020,7080.0,2025-10-21,cash,Loan Repayment,PMT-01229
JUTEM-01021,14040.0,2025-01-21,cash,Loan Repayment,PMT-01230
JUTEM-01022,5500.0,2026-02-21,cash,Loan Repayment,PMT-01231
JUTEM-01023,11800.0,2024-12-21,cash,Loan Repayment,PMT-01232
JUTEM-01023,11800.0,2025-03-21,cash,Loan Repayment,PMT-01233
JUTEM-01024,15930.0,2025-04-21,cash,Loan Repayment,PMT-01234
JUTEM-01025,15866.67,2025-05-21,cash,Loan Repayment,PMT-01235
JUTEM-01025,15866.67,2025-06-21,cash,Loan Repayment,PMT-01236
JUTEM-01025,15866.67,2025-07-21,cash,Loan Repayment,PMT-01237
JUTEM-01026,5600.0,2025-02-21,cash,Loan Repayment,PMT-01238
JUTEM-01026,5750.0,2025-12-21,cash,Loan Repayment,PMT-01239
JUTEM-01027,21240.0,2025-08-24,cash,Loan Repayment,PMT-01240
JUTEM-01028,192600.0,2025-12-17,cash,Loan Repayment,PMT-01241
JUTEM-01029,189000.0,2025-10-31,cash,Loan Repayment,PMT-01242
JUTEM-01030,50000.0,2024-07-21,cash,Loan Repayment,PMT-01243
JUTEM-01031,29250.0,2024-09-19,cash,Loan Repayment,PMT-01244
JUTEM-01032,126500.0,2024-10-04,cash,Loan Repayment,PMT-01245
JUTEM-01033,84000.0,2024-12-08,cash,Loan Repayment,PMT-01246
JUTEM-01034,87750.0,2025-01-28,cash,Loan Repayment,PMT-01247
JUTEM-01035,11000.0,2025-02-11,cash,Loan Repayment,PMT-01248
JUTEM-01036,154505.0,2025-03-26,cash,Loan Repayment,PMT-01249
JUTEM-01037,201250.0,2025-04-30,cash,Loan Repayment,PMT-01250
JUTEM-01038,119995.2,2025-07-19,cash,Loan Repayment,PMT-01251
JUTEM-01039,156000.0,2025-10-29,cash,Loan Repayment,PMT-01252
JUTEM-01040,23800.0,2026-02-21,cash,Loan Repayment,PMT-01253
JUTEM-01041,2500.0,2022-06-03,cash,Loan Repayment,PMT-01254
JUTEM-01042,4800.0,2022-09-25,cash,Loan Repayment,PMT-01255
JUTEM-01043,8800.0,2023-10-08,cash,Loan Repayment,PMT-01256
JUTEM-01044,16087.5,2023-11-26,cash,Loan Repayment,PMT-01257
JUTEM-01044,16087.5,2023-12-26,cash,Loan Repayment,PMT-01258
JUTEM-01044,16087.5,2024-01-26,cash,Loan Repayment,PMT-01259
JUTEM-01044,16087.5,2024-02-26,cash,Loan Repayment,PMT-01260
JUTEM-01045,16000.0,2023-12-24,cash,Loan Repayment,PMT-01261
JUTEM-01046,18400.0,2024-03-26,cash,Loan Repayment,PMT-01262
JUTEM-01046,18400.0,2024-04-26,cash,Loan Repayment,PMT-01263
JUTEM-01046,18400.0,2024-05-26,cash,Loan Repayment,PMT-01264
JUTEM-01047,30000.6,2024-05-25,cash,Loan Repayment,PMT-01265
JUTEM-01047,30000.6,2024-06-25,cash,Loan Repayment,PMT-01266
JUTEM-01047,30000.6,2024-07-25,cash,Loan Repayment,PMT-01267
JUTEM-01047,30000.6,2024-08-25,cash,Loan Repayment,PMT-01268
JUTEM-01047,30000.6,2024-09-25,cash,Loan Repayment,PMT-01269
JUTEM-01047,30000.6,2024-10-25,cash,Loan Repayment,PMT-01270
JUTEM-01047,30000.6,2024-11-25,cash,Loan Repayment,PMT-01271
JUTEM-01047,30000.6,2024-12-25,cash,Loan Repayment,PMT-01272
JUTEM-01047,30000.6,2025-01-25,cash,Loan Repayment,PMT-01273
JUTEM-01047,30000.6,2025-02-25,cash,Loan Repayment,PMT-01274
JUTEM-01047,30000.6,2025-03-25,cash,Loan Repayment,PMT-01275
JUTEM-01047,30000.6,2025-04-25,cash,Loan Repayment,PMT-01276
JUTEM-01047,30000.6,2025-05-25,cash,Loan Repayment,PMT-01277
JUTEM-01047,30000.6,2025-06-25,cash,Loan Repayment,PMT-01278
JUTEM-01050,1250.0,2021-12-03,cash,Loan Repayment,PMT-01279
JUTEM-01051,6175.0,2025-05-30,cash,Loan Repayment,PMT-01280
JUTEM-01052,6125.0,2025-06-23,cash,Loan Repayment,PMT-01281
JUTEM-01053,6000.0,2025-09-21,cash,Loan Repayment,PMT-01282
JUTEM-01054,6000.0,2025-08-20,cash,Loan Repayment,PMT-01283
JUTEM-01055,6750.0,2025-10-23,cash,Loan Repayment,PMT-01284
JUTEM-01056,13500.0,2024-06-23,cash,Loan Repayment,PMT-01285
JUTEM-01056,13500.0,2024-07-23,cash,Loan Repayment,PMT-01286
JUTEM-01056,13500.0,2024-08-23,cash,Loan Repayment,PMT-01287
JUTEM-01056,13500.0,2024-09-23,cash,Loan Repayment,PMT-01288
JUTEM-01057,4520.0,2024-07-23,cash,Loan Repayment,PMT-01289
JUTEM-01058,9750.0,2024-08-19,cash,Loan Repayment,PMT-01290
JUTEM-01058,9750.0,2024-09-19,cash,Loan Repayment,PMT-01291
JUTEM-01059,4500.0,2024-08-06,cash,Loan Repayment,PMT-01292
JUTEM-01059,6124.0,2024-10-06,cash,Loan Repayment,PMT-01293
JUTEM-01059,6124.0,2024-11-06,cash,Loan Repayment,PMT-01294
JUTEM-01059,6124.0,2024-12-06,cash,Loan Repayment,PMT-01295
JUTEM-01059,6124.0,2025-01-06,cash,Loan Repayment,PMT-01296
JUTEM-01059,6124.0,2025-02-06,cash,Loan Repayment,PMT-01297
JUTEM-01059,6124.0,2025-03-06,cash,Loan Repayment,PMT-01298
JUTEM-01059,6124.0,2025-04-06,cash,Loan Repayment,PMT-01299
JUTEM-01059,6124.0,2025-05-06,cash,Loan Repayment,PMT-01300
JUTEM-01060,3965.0,2024-10-25,cash,Loan Repayment,PMT-01301
JUTEM-01060,3965.0,2024-11-25,cash,Loan Repayment,PMT-01302
JUTEM-01061,2875.0,2021-11-30,cash,Loan Repayment,PMT-01303
JUTEM-01062,4000.0,2022-04-03,cash,Loan Repayment,PMT-01304
JUTEM-01063,3125.0,2022-10-02,cash,Loan Repayment,PMT-01305
JUTEM-01064,3600.0,2023-10-26,cash,Loan Repayment,PMT-01306
JUTEM-01064,3600.0,2023-11-26,cash,Loan Repayment,PMT-01307
JUTEM-01065,1920.0,2023-12-25,cash,Loan Repayment,PMT-01308
JUTEM-01066,118000.0,2025-07-26,cash,Loan Repayment,PMT-01309
JUTEM-01067,94400.0,2025-09-21,cash,Loan Repayment,PMT-01310
JUTEM-01068,177000.0,2025-10-08,cash,Loan Repayment,PMT-01311
JUTEM-01069,165000.0,2025-10-25,cash,Loan Repayment,PMT-01312
JUTEM-01071,3450.0,2025-07-28,cash,Loan Repayment,PMT-01313
JUTEM-01072,3540.0,2025-10-29,cash,Loan Repayment,PMT-01314
JUTEM-01073,4165.0,2026-01-29,cash,Loan Repayment,PMT-01315
JUTEM-01075,17250.0,2023-08-30,cash,Loan Repayment,PMT-01316
JUTEM-01076,49050.0,2023-12-28,cash,Loan Repayment,PMT-01317
JUTEM-01077,3630.0,2025-05-24,cash,Loan Repayment,PMT-01318
JUTEM-01078,2500.0,2021-12-03,cash,Loan Repayment,PMT-01319
JUTEM-01079,6250.0,2022-01-01,cash,Loan Repayment,PMT-01320
JUTEM-01080,7000.0,2022-02-03,cash,Loan Repayment,PMT-01321
JUTEM-01080,7000.0,2022-03-03,cash,Loan Repayment,PMT-01322
JUTEM-01081,3500.0,2022-04-09,cash,Loan Repayment,PMT-01323
JUTEM-01081,3500.0,2022-05-09,cash,Loan Repayment,PMT-01324
JUTEM-01082,10000.01,2022-05-02,cash,Loan Repayment,PMT-01325
JUTEM-01082,10000.01,2022-06-02,cash,Loan Repayment,PMT-01326
JUTEM-01082,10000.01,2022-07-02,cash,Loan Repayment,PMT-01327
JUTEM-01082,10000.01,2022-08-02,cash,Loan Repayment,PMT-01328
JUTEM-01082,10000.01,2022-09-02,cash,Loan Repayment,PMT-01329
JUTEM-01082,10000.01,2022-10-02,cash,Loan Repayment,PMT-01330
JUTEM-01083,147006.4,2023-08-25,cash,Loan Repayment,PMT-01331
JUTEM-01084,23900.0,2024-10-25,cash,Loan Repayment,PMT-01332
JUTEM-01084,23900.0,2024-11-25,cash,Loan Repayment,PMT-01333
JUTEM-01085,23948.0,2024-12-25,cash,Loan Repayment,PMT-01334
JUTEM-01086,26105.0,2024-12-22,cash,Loan Repayment,PMT-01335
JUTEM-01087,26800.0,2025-05-14,cash,Loan Repayment,PMT-01336
JUTEM-01088,6000.0,2023-10-14,cash,Loan Repayment,PMT-01337
JUTEM-01089,40000.0,2026-02-19,cash,Loan Repayment,PMT-01338
JUTEM-01090,11400.0,2026-02-19,cash,Loan Repayment,PMT-01339
JUTEM-01093,80500.0,2024-02-06,cash,Loan Repayment,PMT-01340
JUTEM-01094,48230.0,2024-02-11,cash,Loan Repayment,PMT-01341
JUTEM-01095,81200.0,2024-07-20,cash,Loan Repayment,PMT-01342
JUTEM-01096,76792.0,2024-08-20,cash,Loan Repayment,PMT-01343
JUTEM-01097,59171.2,2024-09-20,cash,Loan Repayment,PMT-01344
JUTEM-01098,448500.0,2024-11-25,cash,Loan Repayment,PMT-01345
JUTEM-01099,113275.0,2024-12-25,cash,Loan Repayment,PMT-01346
JUTEM-01100,72133.5,2025-01-25,cash,Loan Repayment,PMT-01347
JUTEM-01101,189000.0,2025-11-11,cash,Loan Repayment,PMT-01348
JUTEM-01102,93997.06,2025-06-30,cash,Loan Repayment,PMT-01349
JUTEM-01103,124999.99,2025-08-30,cash,Loan Repayment,PMT-01350
JUTEM-01104,189000.0,2025-10-11,cash,Loan Repayment,PMT-01351
JUTEM-01105,161000.0,2024-01-07,cash,Loan Repayment,PMT-01352
JUTEM-01106,92800.0,2024-11-11,cash,Loan Repayment,PMT-01353
JUTEM-01107,74900.0,2026-01-23,cash,Loan Repayment,PMT-01354
JUTEM-01108,18000.0,2022-07-01,cash,Loan Repayment,PMT-01355
JUTEM-01109,19800.0,2023-10-23,cash,Loan Repayment,PMT-01356
JUTEM-01109,19800.0,2023-11-23,cash,Loan Repayment,PMT-01357
JUTEM-01110,20400.0,2023-12-22,cash,Loan Repayment,PMT-01358
JUTEM-01111,36300.0,2024-04-10,cash,Loan Repayment,PMT-01359
JUTEM-01112,27830.0,2024-06-27,cash,Loan Repayment,PMT-01360
JUTEM-01113,78000.0,2025-02-23,cash,Loan Repayment,PMT-01361
JUTEM-01114,114950.0,2024-09-05,cash,Loan Repayment,PMT-01362
JUTEM-01115,28560.0,2024-10-25,cash,Loan Repayment,PMT-01363
JUTEM-01116,46000.0,2024-12-20,cash,Loan Repayment,PMT-01364
JUTEM-01117,99600.0,2025-01-21,cash,Loan Repayment,PMT-01365
JUTEM-01118,53000.0,2025-03-05,cash,Loan Repayment,PMT-01366
JUTEM-01119,12000.0,2025-04-05,cash,Loan Repayment,PMT-01367
JUTEM-01120,5500.0,2025-04-18,cash,Loan Repayment,PMT-01368
JUTEM-01121,92000.0,2025-05-05,cash,Loan Repayment,PMT-01369
JUTEM-01124,81992.0,2021-10-15,cash,Loan Repayment,PMT-01370
JUTEM-01125,59500.0,2025-09-12,cash,Loan Repayment,PMT-01371
JUTEM-01126,3050.0,2024-10-20,cash,Loan Repayment,PMT-01372
JUTEM-01127,3000.0,2024-10-30,cash,Loan Repayment,PMT-01373
JUTEM-01127,3000.0,2024-11-30,cash,Loan Repayment,PMT-01374
JUTEM-01128,6000.0,2024-12-28,cash,Loan Repayment,PMT-01375
JUTEM-01128,6000.0,2025-02-28,cash,Loan Repayment,PMT-01376
JUTEM-01128,6000.0,2025-03-28,cash,Loan Repayment,PMT-01377
JUTEM-01129,12000.0,2025-04-29,cash,Loan Repayment,PMT-01378
JUTEM-01129,12300.0,2025-05-29,cash,Loan Repayment,PMT-01379
JUTEM-01130,4533.33,2025-06-29,cash,Loan Repayment,PMT-01380
JUTEM-01130,4533.33,2025-07-29,cash,Loan Repayment,PMT-01381
JUTEM-01130,4533.33,2025-08-29,cash,Loan Repayment,PMT-01382
JUTEM-01131,5440.0,2025-09-29,cash,Loan Repayment,PMT-01383
JUTEM-01131,5880.0,2025-10-29,cash,Loan Repayment,PMT-01384
JUTEM-01131,5440.0,2025-11-29,cash,Loan Repayment,PMT-01385
JUTEM-01135,162500.0,2024-11-02,cash,Loan Repayment,PMT-01386
JUTEM-01136,289991.3,2025-06-05,cash,Loan Repayment,PMT-01387
JUTEM-01137,6499.8,2025-08-12,cash,Loan Repayment,PMT-01388
JUTEM-01138,472000.0,2025-09-14,cash,Loan Repayment,PMT-01389
JUTEM-01142,5440.0,2025-05-30,cash,Loan Repayment,PMT-01390
JUTEM-01142,4480.0,2025-06-30,cash,Loan Repayment,PMT-01391
JUTEM-01142,5440.0,2025-07-30,cash,Loan Repayment,PMT-01392
JUTEM-01143,2925.0,2026-01-26,cash,Loan Repayment,PMT-01393
JUTEM-01143,2925.0,2026-02-26,cash,Loan Repayment,PMT-01394
JUTEM-01145,7320.0,2023-10-01,cash,Loan Repayment,PMT-01395
JUTEM-01146,4666.66,2025-10-30,cash,Loan Repayment,PMT-01396
JUTEM-01146,4666.66,2025-11-30,cash,Loan Repayment,PMT-01397
JUTEM-01146,4666.66,2025-12-30,cash,Loan Repayment,PMT-01398
JUTEM-01147,1250.0,2021-12-05,cash,Loan Repayment,PMT-01399
JUTEM-01148,6250.0,2021-09-30,cash,Loan Repayment,PMT-01400
JUTEM-01149,24000.0,2024-11-21,cash,Loan Repayment,PMT-01401
JUTEM-01150,12000.0,2024-12-30,cash,Loan Repayment,PMT-01402
JUTEM-01150,12000.0,2025-01-30,cash,Loan Repayment,PMT-01403
JUTEM-01151,4715.0,2025-02-28,cash,Loan Repayment,PMT-01404
JUTEM-01152,5880.0,2025-04-07,cash,Loan Repayment,PMT-01405
JUTEM-01153,4240.0,2022-03-11,cash,Loan Repayment,PMT-01406
JUTEM-01154,6750.0,2023-01-29,cash,Loan Repayment,PMT-01407
JUTEM-01155,4240.0,2023-03-22,cash,Loan Repayment,PMT-01408
JUTEM-01156,11500.0,2023-04-21,cash,Loan Repayment,PMT-01409
JUTEM-01157,5450.0,2023-07-08,cash,Loan Repayment,PMT-01410
JUTEM-01158,6550.0,2023-08-21,cash,Loan Repayment,PMT-01411
JUTEM-01158,6550.0,2023-09-21,cash,Loan Repayment,PMT-01412
JUTEM-01159,4320.0,2023-10-30,cash,Loan Repayment,PMT-01413
JUTEM-01160,3984.0,2023-11-30,cash,Loan Repayment,PMT-01414
JUTEM-01161,11500.0,2022-04-21,cash,Loan Repayment,PMT-01415
JUTEM-01162,6750.0,2022-12-29,cash,Loan Repayment,PMT-01416
JUTEM-01163,108000.0,2024-02-18,cash,Loan Repayment,PMT-01417
JUTEM-01164,180000.0,2024-01-18,cash,Loan Repayment,PMT-01418
JUTEM-01165,12500.0,2024-03-29,cash,Loan Repayment,PMT-01419
JUTEM-01166,9375.0,2024-04-29,cash,Loan Repayment,PMT-01420
JUTEM-01167,8750.0,2024-06-22,cash,Loan Repayment,PMT-01421
JUTEM-01168,18750.0,2024-07-06,cash,Loan Repayment,PMT-01422
JUTEM-01172,57500.0,2022-12-28,cash,Loan Repayment,PMT-01423
JUTEM-01173,55500.0,2023-02-11,cash,Loan Repayment,PMT-01424
JUTEM-01174,33300.0,2023-03-02,cash,Loan Repayment,PMT-01425
JUTEM-01175,115000.0,2023-03-21,cash,Loan Repayment,PMT-01426
JUTEM-01176,92000.0,2023-03-28,cash,Loan Repayment,PMT-01427
JUTEM-01177,115000.0,2023-04-07,cash,Loan Repayment,PMT-01428
JUTEM-01178,44400.0,2023-04-21,cash,Loan Repayment,PMT-01429
JUTEM-01179,115000.0,2023-06-09,cash,Loan Repayment,PMT-01430
JUTEM-01180,46000.0,2023-06-12,cash,Loan Repayment,PMT-01431
